name,full_name,base,base_name,second,second_name
USD/AED,USD/AED - US Dollar UAE Dirham,USD,US Dollar,AED,UAE Dirham
AED/JPY,AED/JPY - UAE Dirham Japanese Yen,AED,UAE Dirham,JPY,Japanese Yen
AED/PKR,AED/PKR - UAE Dirham Pakistani Rupee,AED,UAE Dirham,PKR,Pakistani Rupee
CAD/AED,CAD/AED - Canadian Dollar UAE Dirham,CAD,Canadian Dollar,AED,UAE Dirham
CHF/AED,CHF/AED - Swiss Franc UAE Dirham,CHF,Swiss Franc,AED,UAE Dirham
DKK/AED,DKK/AED - Danish Krone UAE Dirham,DKK,Danish Krone,AED,UAE Dirham
EUR/AED,EUR/AED - Euro UAE Dirham,EUR,Euro,AED,UAE Dirham
GBP/AED,GBP/AED - British Pound UAE Dirham,GBP,British Pound,AED,UAE Dirham
JPY/AED,JPY/AED - Japanese Yen UAE Dirham,JPY,Japanese Yen,AED,UAE Dirham
AED/ARS,AED/ARS - UAE Dirham Argentinian Peso,AED,UAE Dirham,ARS,Argentinian Peso
AED/AUD,AED/AUD - UAE Dirham Australian Dollar,AED,UAE Dirham,AUD,Australian Dollar
AED/BRL,AED/BRL - UAE Dirham Brazil Real,AED,UAE Dirham,BRL,Brazil Real
AED/CAD,AED/CAD - UAE Dirham Canadian Dollar,AED,UAE Dirham,CAD,Canadian Dollar
AED/CHF,AED/CHF - UAE Dirham Swiss Franc,AED,UAE Dirham,CHF,Swiss Franc
AED/CLP,AED/CLP - UAE Dirham Chilean Peso,AED,UAE Dirham,CLP,Chilean Peso
AED/CNY,AED/CNY - UAE Dirham Chinese Yuan,AED,UAE Dirham,CNY,Chinese Yuan
AED/CZK,AED/CZK - UAE Dirham Czech Koruna,AED,UAE Dirham,CZK,Czech Koruna
AED/DKK,AED/DKK - UAE Dirham Danish Krone,AED,UAE Dirham,DKK,Danish Krone
AED/EUR,AED/EUR - UAE Dirham Euro,AED,UAE Dirham,EUR,Euro
AED/GBP,AED/GBP - UAE Dirham British Pound,AED,UAE Dirham,GBP,British Pound
AED/HKD,AED/HKD - UAE Dirham Hong Kong Dollar,AED,UAE Dirham,HKD,Hong Kong Dollar
AED/HUF,AED/HUF - UAE Dirham Hungarian Forint,AED,UAE Dirham,HUF,Hungarian Forint
AED/ILS,AED/ILS - UAE Dirham Israeli Shekel,AED,UAE Dirham,ILS,Israeli Shekel
AED/INR,AED/INR - UAE Dirham Indian Rupee,AED,UAE Dirham,INR,Indian Rupee
AED/ISK,AED/ISK - UAE Dirham Icelandic Kr,AED,UAE Dirham,ISK,Icelandic Kr
AED/KRW,AED/KRW - UAE Dirham Korean Won,AED,UAE Dirham,KRW,Korean Won
AED/MAD,AED/MAD - UAE Dirham Moroccan Dirham,AED,UAE Dirham,MAD,Moroccan Dirham
AED/MXN,AED/MXN - UAE Dirham Mexican Peso,AED,UAE Dirham,MXN,Mexican Peso
AED/NOK,AED/NOK - UAE Dirham Norwegian Krone,AED,UAE Dirham,NOK,Norwegian Krone
AED/NZD,AED/NZD - UAE Dirham New Zealand Dollar,AED,UAE Dirham,NZD,New Zealand Dollar
AED/PHP,AED/PHP - UAE Dirham Philippine Peso,AED,UAE Dirham,PHP,Philippine Peso
AED/PLN,AED/PLN - UAE Dirham Polish Zloty,AED,UAE Dirham,PLN,Polish Zloty
AED/RUB,AED/RUB - UAE Dirham Russian Ruble,AED,UAE Dirham,RUB,Russian Ruble
AED/SAR,AED/SAR - UAE Dirham Saudi Riyal,AED,UAE Dirham,SAR,Saudi Riyal
AED/SEK,AED/SEK - UAE Dirham Swedish Krona,AED,UAE Dirham,SEK,Swedish Krona
AED/SGD,AED/SGD - UAE Dirham Singapore Dollar,AED,UAE Dirham,SGD,Singapore Dollar
AED/THB,AED/THB - UAE Dirham Thai Baht,AED,UAE Dirham,THB,Thai Baht
AED/TRY,AED/TRY - UAE Dirham Turkish Lira,AED,UAE Dirham,TRY,Turkish Lira
AED/USD,AED/USD - UAE Dirham US Dollar,AED,UAE Dirham,USD,US Dollar
AED/VES,AED/VES - UAE Dirham Venezuelan Bolivar,AED,UAE Dirham,VES,Venezuelan Bolivar
AED/XAF,AED/XAF - UAE Dirham Central African Franc,AED,UAE Dirham,XAF,Central African Franc
AED/XCD,AED/XCD - UAE Dirham East Caribbean Dollar,AED,UAE Dirham,XCD,East Caribbean Dollar
AED/ZAR,AED/ZAR - UAE Dirham South African Rand,AED,UAE Dirham,ZAR,South African Rand
AED/BBD,AED/BBD - UAE Dirham Barbadian Dollar,AED,UAE Dirham,BBD,Barbadian Dollar
AED/BHD,AED/BHD - UAE Dirham Baharain Dinar,AED,UAE Dirham,BHD,Baharain Dinar
AED/JOD,AED/JOD - UAE Dirham Jordan Dinar,AED,UAE Dirham,JOD,Jordan Dinar
AED/NAD,AED/NAD - UAE Dirham Namibian Dollar,AED,UAE Dirham,NAD,Namibian Dollar
AED/OMR,AED/OMR - UAE Dirham Omani Rial,AED,UAE Dirham,OMR,Omani Rial
AED/QAR,AED/QAR - UAE Dirham Qatari Riyal,AED,UAE Dirham,QAR,Qatari Riyal
AED/JMD,AED/JMD - UAE Dirham Jamaican Dollar,AED,UAE Dirham,JMD,Jamaican Dollar
AED/KES,AED/KES - UAE Dirham Kenyan Shilling,AED,UAE Dirham,KES,Kenyan Shilling
AED/LKR,AED/LKR - UAE Dirham Sri Lankan Rupee,AED,UAE Dirham,LKR,Sri Lankan Rupee
AED/RON,AED/RON - UAE Dirham Romanian Leu,AED,UAE Dirham,RON,Romanian Leu
AED/LBP,AED/LBP - UAE Dirham Lebanese Pound,AED,UAE Dirham,LBP,Lebanese Pound
AED/NPR,AED/NPR - UAE Dirham Nepalese Rupee,AED,UAE Dirham,NPR,Nepalese Rupee
AED/PAB,AED/PAB - UAE Dirham Panamanian Balboa,AED,UAE Dirham,PAB,Panamanian Balboa
AED/EGP,AED/EGP - UAE Dirham Egyptian Pound,AED,UAE Dirham,EGP,Egyptian Pound
AED/IDR,AED/IDR - UAE Dirham Indonesian Rupiah,AED,UAE Dirham,IDR,Indonesian Rupiah
AED/TWD,AED/TWD - UAE Dirham Taiwan Dollar,AED,UAE Dirham,TWD,Taiwan Dollar
AED/MYR,AED/MYR - UAE Dirham Malaysian Ringgit,AED,UAE Dirham,MYR,Malaysian Ringgit
AED/XOF,AED/XOF - UAE Dirham West African CFA franc,AED,UAE Dirham,XOF,West African CFA franc
ARS/AED,ARS/AED - Argentinian Peso UAE Dirham,ARS,Argentinian Peso,AED,UAE Dirham
AUD/AED,AUD/AED - Australian Dollar UAE Dirham,AUD,Australian Dollar,AED,UAE Dirham
BRL/AED,BRL/AED - Brazil Real UAE Dirham,BRL,Brazil Real,AED,UAE Dirham
CNY/AED,CNY/AED - Chinese Yuan UAE Dirham,CNY,Chinese Yuan,AED,UAE Dirham
HKD/AED,HKD/AED - Hong Kong Dollar UAE Dirham,HKD,Hong Kong Dollar,AED,UAE Dirham
ILS/AED,ILS/AED - Israeli Shekel UAE Dirham,ILS,Israeli Shekel,AED,UAE Dirham
MXN/AED,MXN/AED - Mexican Peso UAE Dirham,MXN,Mexican Peso,AED,UAE Dirham
NOK/AED,NOK/AED - Norwegian Krone UAE Dirham,NOK,Norwegian Krone,AED,UAE Dirham
NZD/AED,NZD/AED - New Zealand Dollar UAE Dirham,NZD,New Zealand Dollar,AED,UAE Dirham
PLN/AED,PLN/AED - Polish Zloty UAE Dirham,PLN,Polish Zloty,AED,UAE Dirham
RUB/AED,RUB/AED - Russian Ruble UAE Dirham,RUB,Russian Ruble,AED,UAE Dirham
SAR/AED,SAR/AED - Saudi Riyal UAE Dirham,SAR,Saudi Riyal,AED,UAE Dirham
SEK/AED,SEK/AED - Swedish Krona UAE Dirham,SEK,Swedish Krona,AED,UAE Dirham
SGD/AED,SGD/AED - Singapore Dollar UAE Dirham,SGD,Singapore Dollar,AED,UAE Dirham
THB/AED,THB/AED - Thai Baht UAE Dirham,THB,Thai Baht,AED,UAE Dirham
TRY/AED,TRY/AED - Turkish Lira UAE Dirham,TRY,Turkish Lira,AED,UAE Dirham
TWD/AED,TWD/AED - Taiwan Dollar UAE Dirham,TWD,Taiwan Dollar,AED,UAE Dirham
VES/AED,VES/AED - Venezuelan Bolivar UAE Dirham,VES,Venezuelan Bolivar,AED,UAE Dirham
ZAR/AED,ZAR/AED - South African Rand UAE Dirham,ZAR,South African Rand,AED,UAE Dirham
AED/KWD,AED/KWD - UAE Dirham Kuwaiti Dinar,AED,UAE Dirham,KWD,Kuwaiti Dinar
EGP/AED,EGP/AED - Egyptian Pound UAE Dirham,EGP,Egyptian Pound,AED,UAE Dirham
KWD/AED,KWD/AED - Kuwaiti Dinar UAE Dirham,KWD,Kuwaiti Dinar,AED,UAE Dirham
JOD/AED,JOD/AED - Jordan Dinar UAE Dirham,JOD,Jordan Dinar,AED,UAE Dirham
EUR/AFN,EUR/AFN - Euro Afghanistan Afghani,EUR,Euro,AFN,Afghanistan Afghani
USD/AFN,USD/AFN - US Dollar Afghanistan Afghani,USD,US Dollar,AFN,Afghanistan Afghani
AFN/USD,AFN/USD - Afghanistan Afghani US Dollar,AFN,Afghanistan Afghani,USD,US Dollar
EUR/ALL,EUR/ALL - Euro Albanian Lek,EUR,Euro,ALL,Albanian Lek
GBP/ALL,GBP/ALL - British Pound Albanian Lek,GBP,British Pound,ALL,Albanian Lek
USD/ALL,USD/ALL - US Dollar Albanian Lek,USD,US Dollar,ALL,Albanian Lek
USD/AMD,USD/AMD - US Dollar Armenian Dram,USD,US Dollar,AMD,Armenian Dram
EUR/AMD,EUR/AMD - Euro Armenian Dram,EUR,Euro,AMD,Armenian Dram
RUB/AMD,RUB/AMD - Russian Ruble Armenian Dram,RUB,Russian Ruble,AMD,Armenian Dram
AMD/RUB,AMD/RUB - Armenian Dram Russian Ruble,AMD,Armenian Dram,RUB,Russian Ruble
EUR/ANG,EUR/ANG - Euro Antilles Guilder,EUR,Euro,ANG,Antilles Guilder
USD/ANG,USD/ANG - US Dollar Antilles Guilder,USD,US Dollar,ANG,Antilles Guilder
USD/AOA,USD/AOA - US Dollar Angolan kwanza,USD,US Dollar,AOA,Angolan kwanza
EUR/AOA,EUR/AOA - Euro Angolan kwanza,EUR,Euro,AOA,Angolan kwanza
ARS/BRL,ARS/BRL - Argentinian Peso Brazil Real,ARS,Argentinian Peso,BRL,Brazil Real
ARS/HKD,ARS/HKD - Argentinian Peso Hong Kong Dollar,ARS,Argentinian Peso,HKD,Hong Kong Dollar
ARS/JPY,ARS/JPY - Argentinian Peso Japanese Yen,ARS,Argentinian Peso,JPY,Japanese Yen
ARS/MXN,ARS/MXN - Argentinian Peso Mexican Peso,ARS,Argentinian Peso,MXN,Mexican Peso
AUD/ARS,AUD/ARS - Australian Dollar Argentinian Peso,AUD,Australian Dollar,ARS,Argentinian Peso
BRL/ARS,BRL/ARS - Brazil Real Argentinian Peso,BRL,Brazil Real,ARS,Argentinian Peso
CAD/ARS,CAD/ARS - Canadian Dollar Argentinian Peso,CAD,Canadian Dollar,ARS,Argentinian Peso
CHF/ARS,CHF/ARS - Swiss Franc Argentinian Peso,CHF,Swiss Franc,ARS,Argentinian Peso
EUR/ARS,EUR/ARS - Euro Argentinian Peso,EUR,Euro,ARS,Argentinian Peso
GBP/ARS,GBP/ARS - British Pound Argentinian Peso,GBP,British Pound,ARS,Argentinian Peso
HKD/ARS,HKD/ARS - Hong Kong Dollar Argentinian Peso,HKD,Hong Kong Dollar,ARS,Argentinian Peso
JPY/ARS,JPY/ARS - Japanese Yen Argentinian Peso,JPY,Japanese Yen,ARS,Argentinian Peso
SGD/ARS,SGD/ARS - Singapore Dollar Argentinian Peso,SGD,Singapore Dollar,ARS,Argentinian Peso
USD/ARS,USD/ARS - US Dollar Argentinian Peso,USD,US Dollar,ARS,Argentinian Peso
ARS/AUD,ARS/AUD - Argentinian Peso Australian Dollar,ARS,Argentinian Peso,AUD,Australian Dollar
ARS/CAD,ARS/CAD - Argentinian Peso Canadian Dollar,ARS,Argentinian Peso,CAD,Canadian Dollar
ARS/CHF,ARS/CHF - Argentinian Peso Swiss Franc,ARS,Argentinian Peso,CHF,Swiss Franc
ARS/CLP,ARS/CLP - Argentinian Peso Chilean Peso,ARS,Argentinian Peso,CLP,Chilean Peso
ARS/CNY,ARS/CNY - Argentinian Peso Chinese Yuan,ARS,Argentinian Peso,CNY,Chinese Yuan
ARS/CZK,ARS/CZK - Argentinian Peso Czech Koruna,ARS,Argentinian Peso,CZK,Czech Koruna
ARS/DKK,ARS/DKK - Argentinian Peso Danish Krone,ARS,Argentinian Peso,DKK,Danish Krone
ARS/EUR,ARS/EUR - Argentinian Peso Euro,ARS,Argentinian Peso,EUR,Euro
ARS/GBP,ARS/GBP - Argentinian Peso British Pound,ARS,Argentinian Peso,GBP,British Pound
ARS/HUF,ARS/HUF - Argentinian Peso Hungarian Forint,ARS,Argentinian Peso,HUF,Hungarian Forint
ARS/ILS,ARS/ILS - Argentinian Peso Israeli Shekel,ARS,Argentinian Peso,ILS,Israeli Shekel
ARS/INR,ARS/INR - Argentinian Peso Indian Rupee,ARS,Argentinian Peso,INR,Indian Rupee
ARS/ISK,ARS/ISK - Argentinian Peso Icelandic Kr,ARS,Argentinian Peso,ISK,Icelandic Kr
ARS/KRW,ARS/KRW - Argentinian Peso Korean Won,ARS,Argentinian Peso,KRW,Korean Won
ARS/MAD,ARS/MAD - Argentinian Peso Moroccan Dirham,ARS,Argentinian Peso,MAD,Moroccan Dirham
ARS/NOK,ARS/NOK - Argentinian Peso Norwegian Krone,ARS,Argentinian Peso,NOK,Norwegian Krone
ARS/NZD,ARS/NZD - Argentinian Peso New Zealand Dollar,ARS,Argentinian Peso,NZD,New Zealand Dollar
ARS/PHP,ARS/PHP - Argentinian Peso Philippine Peso,ARS,Argentinian Peso,PHP,Philippine Peso
ARS/PKR,ARS/PKR - Argentinian Peso Pakistani Rupee,ARS,Argentinian Peso,PKR,Pakistani Rupee
ARS/PLN,ARS/PLN - Argentinian Peso Polish Zloty,ARS,Argentinian Peso,PLN,Polish Zloty
ARS/RUB,ARS/RUB - Argentinian Peso Russian Ruble,ARS,Argentinian Peso,RUB,Russian Ruble
ARS/SAR,ARS/SAR - Argentinian Peso Saudi Riyal,ARS,Argentinian Peso,SAR,Saudi Riyal
ARS/SEK,ARS/SEK - Argentinian Peso Swedish Krona,ARS,Argentinian Peso,SEK,Swedish Krona
ARS/SGD,ARS/SGD - Argentinian Peso Singapore Dollar,ARS,Argentinian Peso,SGD,Singapore Dollar
ARS/THB,ARS/THB - Argentinian Peso Thai Baht,ARS,Argentinian Peso,THB,Thai Baht
ARS/TRY,ARS/TRY - Argentinian Peso Turkish Lira,ARS,Argentinian Peso,TRY,Turkish Lira
ARS/USD,ARS/USD - Argentinian Peso US Dollar,ARS,Argentinian Peso,USD,US Dollar
ARS/VES,ARS/VES - Argentinian Peso Venezuelan Bolivar,ARS,Argentinian Peso,VES,Venezuelan Bolivar
ARS/XAF,ARS/XAF - Argentinian Peso Central African Franc,ARS,Argentinian Peso,XAF,Central African Franc
ARS/XCD,ARS/XCD - Argentinian Peso East Caribbean Dollar,ARS,Argentinian Peso,XCD,East Caribbean Dollar
ARS/ZAR,ARS/ZAR - Argentinian Peso South African Rand,ARS,Argentinian Peso,ZAR,South African Rand
ARS/BBD,ARS/BBD - Argentinian Peso Barbadian Dollar,ARS,Argentinian Peso,BBD,Barbadian Dollar
ARS/BHD,ARS/BHD - Argentinian Peso Baharain Dinar,ARS,Argentinian Peso,BHD,Baharain Dinar
ARS/JOD,ARS/JOD - Argentinian Peso Jordan Dinar,ARS,Argentinian Peso,JOD,Jordan Dinar
ARS/NAD,ARS/NAD - Argentinian Peso Namibian Dollar,ARS,Argentinian Peso,NAD,Namibian Dollar
ARS/OMR,ARS/OMR - Argentinian Peso Omani Rial,ARS,Argentinian Peso,OMR,Omani Rial
ARS/QAR,ARS/QAR - Argentinian Peso Qatari Riyal,ARS,Argentinian Peso,QAR,Qatari Riyal
ARS/JMD,ARS/JMD - Argentinian Peso Jamaican Dollar,ARS,Argentinian Peso,JMD,Jamaican Dollar
ARS/KES,ARS/KES - Argentinian Peso Kenyan Shilling,ARS,Argentinian Peso,KES,Kenyan Shilling
ARS/LKR,ARS/LKR - Argentinian Peso Sri Lankan Rupee,ARS,Argentinian Peso,LKR,Sri Lankan Rupee
ARS/RON,ARS/RON - Argentinian Peso Romanian Leu,ARS,Argentinian Peso,RON,Romanian Leu
ARS/LBP,ARS/LBP - Argentinian Peso Lebanese Pound,ARS,Argentinian Peso,LBP,Lebanese Pound
ARS/NPR,ARS/NPR - Argentinian Peso Nepalese Rupee,ARS,Argentinian Peso,NPR,Nepalese Rupee
ARS/PAB,ARS/PAB - Argentinian Peso Panamanian Balboa,ARS,Argentinian Peso,PAB,Panamanian Balboa
ARS/EGP,ARS/EGP - Argentinian Peso Egyptian Pound,ARS,Argentinian Peso,EGP,Egyptian Pound
ARS/IDR,ARS/IDR - Argentinian Peso Indonesian Rupiah,ARS,Argentinian Peso,IDR,Indonesian Rupiah
ARS/MYR,ARS/MYR - Argentinian Peso Malaysian Ringgit,ARS,Argentinian Peso,MYR,Malaysian Ringgit
ARS/XOF,ARS/XOF - Argentinian Peso West African CFA franc,ARS,Argentinian Peso,XOF,West African CFA franc
ARS/TWD,ARS/TWD - Argentinian Peso Taiwan Dollar,ARS,Argentinian Peso,TWD,Taiwan Dollar
CNY/ARS,CNY/ARS - Chinese Yuan Argentinian Peso,CNY,Chinese Yuan,ARS,Argentinian Peso
DKK/ARS,DKK/ARS - Danish Krone Argentinian Peso,DKK,Danish Krone,ARS,Argentinian Peso
ILS/ARS,ILS/ARS - Israeli Shekel Argentinian Peso,ILS,Israeli Shekel,ARS,Argentinian Peso
MXN/ARS,MXN/ARS - Mexican Peso Argentinian Peso,MXN,Mexican Peso,ARS,Argentinian Peso
NOK/ARS,NOK/ARS - Norwegian Krone Argentinian Peso,NOK,Norwegian Krone,ARS,Argentinian Peso
NZD/ARS,NZD/ARS - New Zealand Dollar Argentinian Peso,NZD,New Zealand Dollar,ARS,Argentinian Peso
PLN/ARS,PLN/ARS - Polish Zloty Argentinian Peso,PLN,Polish Zloty,ARS,Argentinian Peso
RUB/ARS,RUB/ARS - Russian Ruble Argentinian Peso,RUB,Russian Ruble,ARS,Argentinian Peso
SAR/ARS,SAR/ARS - Saudi Riyal Argentinian Peso,SAR,Saudi Riyal,ARS,Argentinian Peso
SEK/ARS,SEK/ARS - Swedish Krona Argentinian Peso,SEK,Swedish Krona,ARS,Argentinian Peso
THB/ARS,THB/ARS - Thai Baht Argentinian Peso,THB,Thai Baht,ARS,Argentinian Peso
TRY/ARS,TRY/ARS - Turkish Lira Argentinian Peso,TRY,Turkish Lira,ARS,Argentinian Peso
TWD/ARS,TWD/ARS - Taiwan Dollar Argentinian Peso,TWD,Taiwan Dollar,ARS,Argentinian Peso
VES/ARS,VES/ARS - Venezuelan Bolivar Argentinian Peso,VES,Venezuelan Bolivar,ARS,Argentinian Peso
ZAR/ARS,ZAR/ARS - South African Rand Argentinian Peso,ZAR,South African Rand,ARS,Argentinian Peso
ARS/PYG,ARS/PYG - Argentinian Peso Paraguayan Guarani,ARS,Argentinian Peso,PYG,Paraguayan Guarani
ARS/UYU,ARS/UYU - Argentinian Peso Uruguayan Peso,ARS,Argentinian Peso,UYU,Uruguayan Peso
ARS/COP,ARS/COP - Argentinian Peso Colombian Peso,ARS,Argentinian Peso,COP,Colombian Peso
ARS/PEN,ARS/PEN - Argentinian Peso Peru Sol,ARS,Argentinian Peso,PEN,Peru Sol
ARS/BOB,ARS/BOB - Argentinian Peso Bolivian Boliviano,ARS,Argentinian Peso,BOB,Bolivian Boliviano
CLP/ARS,CLP/ARS - Chilean Peso Argentinian Peso,CLP,Chilean Peso,ARS,Argentinian Peso
PYG/ARS,PYG/ARS - Paraguayan Guarani Argentinian Peso,PYG,Paraguayan Guarani,ARS,Argentinian Peso
UYU/ARS,UYU/ARS - Uruguayan Peso Argentinian Peso,UYU,Uruguayan Peso,ARS,Argentinian Peso
COP/ARS,COP/ARS - Colombian Peso Argentinian Peso,COP,Colombian Peso,ARS,Argentinian Peso
PEN/ARS,PEN/ARS - Peru Sol Argentinian Peso,PEN,Peru Sol,ARS,Argentinian Peso
BOB/ARS,BOB/ARS - Bolivian Boliviano Argentinian Peso,BOB,Bolivian Boliviano,ARS,Argentinian Peso
AUD/USD,AUD/USD - Australian Dollar US Dollar,AUD,Australian Dollar,USD,US Dollar
EUR/AUD,EUR/AUD - Euro Australian Dollar,EUR,Euro,AUD,Australian Dollar
AUD/CAD,AUD/CAD - Australian Dollar Canadian Dollar,AUD,Australian Dollar,CAD,Canadian Dollar
AUD/CHF,AUD/CHF - Australian Dollar Swiss Franc,AUD,Australian Dollar,CHF,Swiss Franc
AUD/JPY,AUD/JPY - Australian Dollar Japanese Yen,AUD,Australian Dollar,JPY,Japanese Yen
AUD/NZD,AUD/NZD - Australian Dollar New Zealand Dollar,AUD,Australian Dollar,NZD,New Zealand Dollar
GBP/AUD,GBP/AUD - British Pound Australian Dollar,GBP,British Pound,AUD,Australian Dollar
AUD/PLN,AUD/PLN - Australian Dollar Polish Zloty,AUD,Australian Dollar,PLN,Polish Zloty
AUD/NOK,AUD/NOK - Australian Dollar Norwegian Krone,AUD,Australian Dollar,NOK,Norwegian Krone
AUD/ZAR,AUD/ZAR - Australian Dollar South African Rand,AUD,Australian Dollar,ZAR,South African Rand
AUD/SGD,AUD/SGD - Australian Dollar Singapore Dollar,AUD,Australian Dollar,SGD,Singapore Dollar
AUD/THB,AUD/THB - Australian Dollar Thai Baht,AUD,Australian Dollar,THB,Thai Baht
AUD/SEK,AUD/SEK - Australian Dollar Swedish Krona,AUD,Australian Dollar,SEK,Swedish Krona
AUD/CZK,AUD/CZK - Australian Dollar Czech Koruna,AUD,Australian Dollar,CZK,Czech Koruna
AUD/DKK,AUD/DKK - Australian Dollar Danish Krone,AUD,Australian Dollar,DKK,Danish Krone
AUD/HKD,AUD/HKD - Australian Dollar Hong Kong Dollar,AUD,Australian Dollar,HKD,Hong Kong Dollar
AUD/BRL,AUD/BRL - Australian Dollar Brazil Real,AUD,Australian Dollar,BRL,Brazil Real
AUD/CNY,AUD/CNY - Australian Dollar Chinese Yuan,AUD,Australian Dollar,CNY,Chinese Yuan
AUD/EUR,AUD/EUR - Australian Dollar Euro,AUD,Australian Dollar,EUR,Euro
AUD/FJD,AUD/FJD - Australian Dollar Fiji Dollar,AUD,Australian Dollar,FJD,Fiji Dollar
AUD/GBP,AUD/GBP - Australian Dollar British Pound,AUD,Australian Dollar,GBP,British Pound
AUD/HUF,AUD/HUF - Australian Dollar Hungarian Forint,AUD,Australian Dollar,HUF,Hungarian Forint
AUD/IDR,AUD/IDR - Australian Dollar Indonesian Rupiah,AUD,Australian Dollar,IDR,Indonesian Rupiah
AUD/ILS,AUD/ILS - Australian Dollar Israeli Shekel,AUD,Australian Dollar,ILS,Israeli Shekel
AUD/INR,AUD/INR - Australian Dollar Indian Rupee,AUD,Australian Dollar,INR,Indian Rupee
AUD/KRW,AUD/KRW - Australian Dollar Korean Won,AUD,Australian Dollar,KRW,Korean Won
AUD/MXN,AUD/MXN - Australian Dollar Mexican Peso,AUD,Australian Dollar,MXN,Mexican Peso
AUD/MYR,AUD/MYR - Australian Dollar Malaysian Ringgit,AUD,Australian Dollar,MYR,Malaysian Ringgit
AUD/PKR,AUD/PKR - Australian Dollar Pakistani Rupee,AUD,Australian Dollar,PKR,Pakistani Rupee
AUD/TWD,AUD/TWD - Australian Dollar Taiwan Dollar,AUD,Australian Dollar,TWD,Taiwan Dollar
BRL/AUD,BRL/AUD - Brazil Real Australian Dollar,BRL,Brazil Real,AUD,Australian Dollar
CAD/AUD,CAD/AUD - Canadian Dollar Australian Dollar,CAD,Canadian Dollar,AUD,Australian Dollar
CHF/AUD,CHF/AUD - Swiss Franc Australian Dollar,CHF,Swiss Franc,AUD,Australian Dollar
JPY/AUD,JPY/AUD - Japanese Yen Australian Dollar,JPY,Japanese Yen,AUD,Australian Dollar
NZD/AUD,NZD/AUD - New Zealand Dollar Australian Dollar,NZD,New Zealand Dollar,AUD,Australian Dollar
SGD/AUD,SGD/AUD - Singapore Dollar Australian Dollar,SGD,Singapore Dollar,AUD,Australian Dollar
USD/AUD,USD/AUD - US Dollar Australian Dollar,USD,US Dollar,AUD,Australian Dollar
AUD/CLP,AUD/CLP - Australian Dollar Chilean Peso,AUD,Australian Dollar,CLP,Chilean Peso
AUD/ISK,AUD/ISK - Australian Dollar Icelandic Kr,AUD,Australian Dollar,ISK,Icelandic Kr
AUD/MAD,AUD/MAD - Australian Dollar Moroccan Dirham,AUD,Australian Dollar,MAD,Moroccan Dirham
AUD/PHP,AUD/PHP - Australian Dollar Philippine Peso,AUD,Australian Dollar,PHP,Philippine Peso
AUD/RUB,AUD/RUB - Australian Dollar Russian Ruble,AUD,Australian Dollar,RUB,Russian Ruble
AUD/SAR,AUD/SAR - Australian Dollar Saudi Riyal,AUD,Australian Dollar,SAR,Saudi Riyal
AUD/TRY,AUD/TRY - Australian Dollar Turkish Lira,AUD,Australian Dollar,TRY,Turkish Lira
AUD/VES,AUD/VES - Australian Dollar Venezuelan Bolivar,AUD,Australian Dollar,VES,Venezuelan Bolivar
AUD/XAF,AUD/XAF - Australian Dollar Central African Franc,AUD,Australian Dollar,XAF,Central African Franc
AUD/XCD,AUD/XCD - Australian Dollar East Caribbean Dollar,AUD,Australian Dollar,XCD,East Caribbean Dollar
AUD/BBD,AUD/BBD - Australian Dollar Barbadian Dollar,AUD,Australian Dollar,BBD,Barbadian Dollar
AUD/BHD,AUD/BHD - Australian Dollar Baharain Dinar,AUD,Australian Dollar,BHD,Baharain Dinar
AUD/JOD,AUD/JOD - Australian Dollar Jordan Dinar,AUD,Australian Dollar,JOD,Jordan Dinar
AUD/NAD,AUD/NAD - Australian Dollar Namibian Dollar,AUD,Australian Dollar,NAD,Namibian Dollar
AUD/OMR,AUD/OMR - Australian Dollar Omani Rial,AUD,Australian Dollar,OMR,Omani Rial
AUD/QAR,AUD/QAR - Australian Dollar Qatari Riyal,AUD,Australian Dollar,QAR,Qatari Riyal
AUD/JMD,AUD/JMD - Australian Dollar Jamaican Dollar,AUD,Australian Dollar,JMD,Jamaican Dollar
AUD/KES,AUD/KES - Australian Dollar Kenyan Shilling,AUD,Australian Dollar,KES,Kenyan Shilling
AUD/LKR,AUD/LKR - Australian Dollar Sri Lankan Rupee,AUD,Australian Dollar,LKR,Sri Lankan Rupee
AUD/RON,AUD/RON - Australian Dollar Romanian Leu,AUD,Australian Dollar,RON,Romanian Leu
AUD/LBP,AUD/LBP - Australian Dollar Lebanese Pound,AUD,Australian Dollar,LBP,Lebanese Pound
AUD/NPR,AUD/NPR - Australian Dollar Nepalese Rupee,AUD,Australian Dollar,NPR,Nepalese Rupee
AUD/PAB,AUD/PAB - Australian Dollar Panamanian Balboa,AUD,Australian Dollar,PAB,Panamanian Balboa
AUD/EGP,AUD/EGP - Australian Dollar Egyptian Pound,AUD,Australian Dollar,EGP,Egyptian Pound
AUD/XOF,AUD/XOF - Australian Dollar West African CFA franc,AUD,Australian Dollar,XOF,West African CFA franc
CNY/AUD,CNY/AUD - Chinese Yuan Australian Dollar,CNY,Chinese Yuan,AUD,Australian Dollar
DKK/AUD,DKK/AUD - Danish Krone Australian Dollar,DKK,Danish Krone,AUD,Australian Dollar
HKD/AUD,HKD/AUD - Hong Kong Dollar Australian Dollar,HKD,Hong Kong Dollar,AUD,Australian Dollar
ILS/AUD,ILS/AUD - Israeli Shekel Australian Dollar,ILS,Israeli Shekel,AUD,Australian Dollar
